SUPERMERCATO;166;7875;
CLIENTE;
83;2.01115754;1.65466761;0;22;
84;11.58152976;11.49262109;0;44;
85;6.72809365;6.16350991;0;37;
86;10.93667902;10.90629995;0;56;
87;10.93898271;10.90598204;0;65;
88;1.00312320;0.23312558;0;54;
89;10.47783926;10.41937680;0;60;
90;0.84229764;0.51385080;1;26;
91;2.42710778;1.65012403;1;70;
92;0.84648877;0.11297230;0;51;
93;9.93273895;9.92052017;0;28;
94;9.93451466;9.76213602;0;9;
95;9.63862669;9.46230717;0;43;
96;0.84370780;0.51618819;0;26;
97;1.73961603;1.39569148;0;12;
98;0.28556270;0.00018038;0;14;
99;5.14991228;4.46128649;0;59;
100;1.73203302;1.41675701;0;25;
101;2.23236572;1.41284911;0;72;
102;2.47943154;2.11384146;0;21;
103;9.08503775;8.91005112;0;71;
104;0.28547489;0.00027521;0;14;
105;8.79463011;8.68671103;0;82;
106;4.98595592;4.42331317;0;31;
107;8.26415452;8.16482519;0;71;
108;8.26434723;8.06769190;1;33;
109;8.26080723;8.18957156;0;31;
110;7.89829773;7.72109702;0;29;
111;0.65085611;0.00036489;0;60;
112;4.18488299;3.90370355;0;2;
113;4.68954104;4.07787960;0;39;
114;4.22446728;4.02242247;0;5;
115;4.09944412;3.50640924;0;49;
116;6.83806695;6.64314958;0;58;
117;5.36019761;4.21811673;0;100;
118;0.40524592;0.00023970;0;26;
119;0.41031323;0.00035478;0;17;
120;1.03293157;0.00032452;0;84;
121;5.68225961;4.78961342;0;63;
122;1.17254680;0.22149489;0;70;
123;0.40983639;0.00022637;0;17;
124;5.27158179;5.23406239;0;28;
125;4.64964188;4.62185225;0;33;
126;5.41513327;5.30158557;0;14;
127;4.64910734;4.50240772;0;76;
128;0.22697535;0.00041210;0;15;
129;4.10004932;3.92128926;0;70;
130;4.86453791;4.75557871;0;94;
131;0.22669148;0.00022966;0;15;
132;0.50844284;0.00022163;0;39;
133;4.63777959;4.54588163;1;7;
134;0.80823902;0.00031950;0;70;
135;3.42958858;3.39344034;0;41;
136;3.43082265;3.32531570;0;15;
137;0.87903567;0.00028997;0;78;
138;0.36318188;0.00018539;0;24;
139;1.14859790;0.26580844;1;70;
140;1.54432518;0.49293625;0;99;
141;1.67025614;1.40823774;0;9;
142;1.75242823;0.69282307;0;94;
143;2.81720353;1.79131940;0;90;
144;1.88877206;1.29935251;0;53;
145;2.81727244;2.67029157;0;49;
146;1.52182796;1.34055711;0;6;
147;1.42441293;0.80468105;0;53;
148;2.42469367;2.31339932;0;8;
149;0.82080749;0.52281132;0;12;
150;1.00999737;0.82412154;0;39;
151;1.00938609;0.88294465;0;88;
152;1.27496878;1.22344694;0;76;
153;1.06757301;0.94459609;0;33;
154;1.06707254;0.42245940;0;50;
155;0.37085133;0.22043274;0;64;
156;0.92983589;0.73025859;0;4;
157;0.72200509;0.70356827;0;37;
158;0.73705058;0.69517439;0;61;
159;0.73799387;0.59501869;0;96;
160;0.73651491;0.00047906;0;64;
161;0.35480439;0.21303814;0;99;
162;0.76533773;0.62162836;0;18;
163;0.76579771;0.73336417;0;33;
164;0.76504458;0.57919684;0;59;
165;0.76535080;0.57676086;0;75;
CASSA;
0;31;1;
18.09932940;
SERVIZIO;
529;
239;
379;
819;
409;
539;
629;
1009;
339;
719;
869;
859;
259;
99;
459;
609;
929;
139;
389;
969;
229;
449;
449;
329;
469;
909;
1019;
129;
429;
189;
839;
FINE CASSA;
1;28;1;
15.81946592;
SERVIZIO;
734;
734;
634;
174;
404;
84;
514;
704;
524;
944;
1044;
274;
214;
294;
934;
874;
884;
164;
1024;
444;
664;
384;
94;
564;
124;
464;
1074;
704;
FINE CASSA;
2;11;3;
3.76257744;
3.31663762;
3.94888836;
SERVIZIO;
1005;
1015;
1015;
165;
165;
625;
725;
725;
965;
555;
925;
FINE CASSA;
3;20;3;
3.53944743;
3.37939090;
3.33934111;
SERVIZIO;
256;
876;
376;
256;
296;
296;
546;
296;
736;
156;
286;
756;
246;
816;
1026;
126;
566;
96;
156;
536;
FINE CASSA;
4;16;2;
6.53272176;
3.22355392;
SERVIZIO;
540;
220;
220;
480;
800;
560;
880;
220;
620;
280;
230;
230;
760;
210;
210;
300;
FINE CASSA;
5;11;3;
6.00389504;
3.14254659;
1.02923849;
SERVIZIO;
679;
279;
429;
319;
1019;
399;
599;
319;
899;
449;
699;
FINE CASSA;
