SUPERMERCATO;166;7875;
CLIENTE;
0;4.88855195;4.11581578;0;58;
1;3.33838611;2.34084166;0;77;
2;3.64419614;3.12895543;0;36;
3;4.18546902;3.53742495;0;49;
4;1.79148314;0.07412329;0;48;
5;8.92128559;8.37132871;0;21;
6;2.41051802;1.92930360;0;33;
7;13.73330779;13.10506762;0;40;
8;1.99885691;1.61226137;0;19;
9;12.76063913;12.35292786;0;18;
10;12.52981886;11.38009127;0;92;
11;5.75574355;4.63983856;0;96;
12;16.46065565;16.11044957;0;8;
13;7.69373020;6.71133479;0;82;
14;8.51924100;7.51682605;0;81;
15;10.84950488;9.53055269;0;88;
16;6.64353855;5.49591645;0;67;
17;17.71678546;17.56949988;0;79;
18;16.67147996;16.17144043;0;38;
19;17.29697106;17.01306298;0;51;
20;9.70119151;9.02143650;0;56;
21;5.60273326;5.15641959;0;29;
22;8.78182613;8.10914660;0;41;
23;10.95941916;10.46312349;0;34;
24;10.63740760;10.35987424;0;9;
25;17.29352216;16.23941950;0;79;
26;13.39555796;12.85396206;0;28;
27;15.66168854;14.46542361;0;97;
28;2.23516031;1.06967872;0;66;
29;13.76366535;13.15034014;0;42;
30;8.31777259;8.11286847;0;5;
31;12.47270521;11.95216980;0;40;
32;17.08407052;16.86442661;0;29;
33;14.56883423;13.58745282;0;86;
34;17.08571895;16.79096914;0;69;
35;2.83634156;2.19258285;0;10;
36;17.08547412;16.93891795;0;6;
37;2.55279878;1.73278969;0;56;
38;16.94285874;16.72235812;0;12;
39;3.21841018;2.77261089;0;1;
40;16.94157354;16.61416790;0;36;
41;3.02465836;2.36660007;0;33;
42;16.76090718;16.56592582;0;88;
43;4.63632913;3.90767133;0;45;
44;15.94805125;15.54363735;0;14;
45;4.10809227;3.17335419;0;63;
46;0.88759485;0.00115265;0;66;
47;16.61788327;16.51649089;0;14;
48;3.37360632;2.75014322;0;44;
49;16.61770975;16.50287870;0;40;
50;0.60488675;0.00024775;0;48;
51;1.04087496;0.00016749;0;98;
52;4.73991095;3.60967486;0;87;
53;1.35172081;0.29466484;0;99;
54;0.44695540;0.00039669;0;22;
55;5.07962706;3.96031595;0;97;
56;0.94645545;0.00018320;0;84;
57;1.58082142;1.13460307;0;22;
58;1.32388148;0.78238045;0;34;
59;0.35257292;0.00023179;0;16;
60;1.55480454;1.15965146;0;26;
61;1.58535459;0.50428515;0;99;
62;0.35268570;0.00038022;0;16;
63;0.79154318;0.00032455;0;62;
64;1.07150293;0.62311817;0;22;
65;1.38496311;0.79536934;0;37;
66;1.52146374;0.60267160;0;74;
67;0.69000656;0.19375504;0;42;
68;1.28226888;0.84461532;0;26;
69;3.53623197;3.09141897;0;20;
70;1.66151542;1.08340316;1;50;
71;3.52856906;3.26192118;0;14;
72;2.08363845;1.00347029;0;96;
73;3.82370465;3.33275501;0;22;
74;4.43809664;3.36878603;0;86;
75;1.99846002;1.08010067;0;82;
76;5.31584218;4.23958018;0;80;
77;5.95415992;5.58973503;0;9;
78;1.80572597;1.45576583;0;16;
79;5.78922710;4.88612092;0;81;
80;6.68118591;5.64190809;0;95;
81;1.44553831;1.01856769;0;34;
82;2.12758992;1.34430768;0;56;
